u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,service,junction,bridge,width,access,ref,tunnel,walkability
2250507128,2250507077,0,591075916,service,,,,False,True,19.964645181453832,parking_aisle,,,,,,,0.4083203033417543
2250507152,2250507128,0,591075916,service,,,,False,True,11.431280869451507,parking_aisle,,,,,,,0.4083203033417543
2250507183,2250507039,0,215582331,service,,,,False,False,65.12330816974922,parking_aisle,,,,,,,0.4334911219628321
2263755246,4555402558,0,217060696,path,,,,False,True,12.817128400614923,,,,,,,,0.4032593953565569
2263755249,4555402484,0,459799485,footway,,,,False,True,45.57752433201472,,,,,,,,0.402469052401171
2296555619,4066086261,0,288223465,service,,,,False,False,9.623872606641472,driveway,,,,,,,0.42996980421583414
2314538328,2314538338,0,283643592,service,,,,False,True,36.30519856840826,parking_aisle,,,,,,,0.3841157708028595
2314538360,2314538328,0,283643591,service,,,,False,True,18.777767121209667,parking_aisle,,,,,,,0.384152294237729
2317542196,4931641705,0,"[502788740, 502788741]",footway,,,,False,False,6.959823330244817,,,,,,,,0.384152294237729
2317542223,62498548,0,8726032,residential,2,,Worden Avenue,False,False,8.891791631276773,,,,,,,,0.3842736600532991
2317542255,2317542268,0,502788213,footway,,,,False,True,4.397218774444322,,,,,,,,0.3842736600532991
2317542272,4931641788,0,502788231,footway,,,,False,True,54.095693493348584,,,,,,,,0.4375018133710199
2324510529,62621537,0,8734302,residential,2,,Island Drive,False,False,133.31132529693983,,,,,,,,0.41046405264702934
2324510529,2324516540,0,"[899654642, 223568867]","['path', 'footway']",,,,False,True,13.575016229026446,,,,,,,,0.4375018133710199
2324510535,12160581221,0,1313828762,path,,,,False,False,15.196185916117155,,,,,,,,0.48993244909771877
2329355029,4391894489,0,224102668,service,,,,False,False,6.6033510244786084,alley,,,,,,,0.39813853762985646
2329355029,4391894501,0,224102668,service,,,,False,True,9.097596010490939,alley,,,,,,,0.41289952054327955
2329356525,4998795495,0,871210556,service,,,,False,False,8.047924254186855,alley,,,,,,,0.41289952054327955
2329366698,4391893684,0,224104540,service,,,,False,False,8.24580027508236,alley,,,,,,,0.4278803945530034
2329393865,4605188642,0,8724871,tertiary,2,,Catherine Street,False,True,40.8844221930131,,,,,,,,0.3926829854623884
2329393866,4613690297,0,"[441448146, 8724570]",unclassified,"['2', '3']",,East Ann Street,False,False,41.09270789933987,,,,,,,,0.4113842796093117
2329426477,9426377013,0,"[466135245, 466135244, 193159381, 193159382]","['service', 'footway']",,,,False,"[False, True]",158.65038638935687,,,,,,,building_passage,0.41889644413218863
2329426477,2036729965,0,193159381,service,,,,False,True,23.482137425472285,,,,,,,,0.4698271929699848
2329434497,6775907182,0,298620032,footway,,,,False,True,7.348176593972586,,,,,,,,0.4246872471801447
2333048127,2758638107,0,224483036,footway,,,,False,False,51.5961193072942,,,,,,,,0.4246872471801447
2333048127,3888442627,0,"[304802692, 224483036, 224483038]","['footway', 'steps']",,,,False,"[False, True]",19.79842414357827,,,,,,,,0.38816995974452645
2333048129,6789627260,0,385497382,footway,,,,False,False,20.050945176542363,,,,,,,,0.38848202580864283
2342094844,62626217,0,225624122,residential,2,,Larchmont Drive,False,False,58.740727688294385,,,,,,,,0.4883305924699429
2342114818,9647675426,0,1049829110,service,,,,False,True,6.469614788762686,,,,,,,,0.4883305924699431
2343810599,6054808297,0,222784531,secondary,2,35 mph,Dhu Varren Road,False,True,11.446133705151766,,,,,,,,0.39806808045375625
2343810599,2884633142,0,225622117,unclassified,2,25 mph,Carrot Way,False,False,16.939696412110585,,,,,,,,0.47777885734759945
2343810600,2884633142,0,225622117,unclassified,2,25 mph,Carrot Way,False,True,60.41901018001832,,,,,,,,0.44283200023914493
2343844161,5258659674,0,225624384,residential,1,,Windemere Drive,False,True,7.806052743593258,,,,,,,,0.39806808045375625
2348043784,4574642044,0,225954008,service,,,,False,True,11.655170885174037,parking_aisle,,,,,,,0.46531940288192863
2348043784,2348043787,0,225954008,service,,,,False,False,70.98753640630878,parking_aisle,,,,,,,0.4262371066604996
2370482504,2370482497,0,228364321,service,,,,False,True,20.395573227891564,parking_aisle,,,,,,,0.4048218957132692
2370583588,2370583650,0,228374742,footway,,,,False,True,23.33987125991879,,,,,,,,0.4048218957132692
2370583623,9051713929,0,228374741,footway,,,,False,False,21.959774785464976,,,,,,,,0.4331889560017523
2370583664,9051713929,0,978224511,footway,,,,False,True,45.128870358277695,,,,,,,,0.42180031210317176
2370583684,2370583674,0,228374737,footway,,,,False,True,10.603068885652212,,,,,,,,0.42845829561460874
2370583699,2370583664,0,978224511,footway,,,,False,True,24.30785892628939,,,,,,,,0.4341667164017644
2370583750,2370583752,0,1443481491,footway,,,,False,False,16.58960132123846,,,,,,,,0.3867244166349852
2370583846,2370583836,0,228374739,footway,,,,False,True,27.55203444511846,,,,,,,,0.3857088408872369
2375582477,305614614,0,"[27835691, 571124599]","['path', 'footway']",,,,False,"[False, True]",106.41248156942447,,,,,,,,0.40597488381017843
2397822416,5412996662,0,298804899,footway,,,,False,True,5.959949272560042,,,,,,,,0.6321673914134124
2397822423,2370583808,0,1443481491,footway,,,,False,True,42.39060461239656,,,,,,,,0.42153656882664403
2498715358,9421727484,0,61507739,unclassified,2,,,False,False,7.618169040002184,,,,,,,,0.4834061007530336
2504077769,2504077716,0,242969459,path,,,,False,False,24.350550664552983,,,,,,,,0.4805685911328377
2504082762,5642886242,0,242969699,footway,,,,False,False,27.872184655235934,,,,,,,,0.4606695870330053
2504104721,3905843012,0,"[404708189, 387274015]",footway,,,,False,False,34.117408655714314,,,,,,,,0.408769247788817
2540882070,2033254347,0,192787274,service,,,,False,True,5.226102493487279,driveway,,,,,,,0.408769247788817
2573407654,8343681334,0,1417432131,residential,,,Cloverly Lane,False,True,38.21604110764855,,,,,,,,0.4073124586680543
2595758329,5406259496,0,253677242,footway,,,,False,True,15.854554007947197,,,,,,,,0.4358814113945004
2595758333,1458141589,0,584215287,footway,,,,False,False,12.82332971816492,,,,,,,,0.4358814113945004
2595758335,2595758330,0,253677244,footway,,,,False,True,16.682540332013748,,,,,,,,0.3903066266341597
2595758336,9429629842,0,584215288,footway,,,,False,True,22.6142189680697,,,,,,,,0.3861278379843193
2595758391,5001808301,0,511307101,footway,,,,False,True,10.14452225858496,,,,,,,,0.3903066266341597
2595758391,5020107346,0,"[229033635, 229033636, 511307101]",footway,,,Dennison Archway,False,False,41.03589348387502,,,,,,,building_passage,0.42107683553040853
2595758404,2595758405,0,253677249,footway,,,,False,False,14.34222212846518,,,,,,,,0.41409607428085815
2595758404,2595758398,0,511307106,footway,,,,False,True,50.41593219225938,,,,,,,,0.41738165920984377
2595758405,2595758404,0,253677249,footway,,,,False,True,14.34222212846518,,,,,,,,0.4430331713938229
2595758408,5405897739,0,253677250,footway,,,,False,True,32.363412734817274,,,,,,,,0.4430331713938229
2595758411,2958645905,0,1279786757,footway,,,,False,False,15.182938521590838,,,,,,,,0.403570232619854
2596989134,4728721075,0,132167456,path,,,,False,True,6.386776683380861,,,,,,,,0.403570232619854
2596989170,5584734886,0,253817239,footway,,,,False,False,27.472540119550143,,,,,,,,0.4058854687602074
2596989170,2596989172,0,253817240,footway,,,,False,False,27.95596716937066,,,,,,,,0.412360673570015
2626558259,2595758394,0,257039936,footway,,,,False,True,31.210879182835246,,,,,,,,0.38543658568378975
2626558262,2626558258,0,132574384,footway,,,,False,True,7.601751192158257,,,,,,,,0.44660557621580327
2626558270,3069619724,0,501857417,footway,,,,False,False,30.291419826048582,,,,,,,,0.411363006176824
2626558271,4397187855,0,"[723678084, 591301436]",footway,,,,False,False,93.72642038540104,,,,,,,covered,0.4698271929699848
2626558271,3091510782,0,"[304590728, 591301436]",footway,,,,False,True,16.151117296877587,,,,,,,covered,0.4278803945530034
2656031462,5474432117,0,260113003,service,,,,False,False,14.840300825093859,,,,,no,,,0.41000707935770486
2656036316,2764600563,0,513329496,service,,,,False,True,19.13667567951347,,,,,,,,0.4152750548683315
2656149849,3969658117,0,485736427,path,,,,False,True,31.114493494049228,,,,,,,,0.4099988425095964
2660811803,6665955444,0,260563501,footway,,,,False,False,52.93515487711585,,,,,,,,0.5003885245941408
2660887780,2660887781,0,260565933,service,,,,False,False,48.00506630119512,parking_aisle,,,,,,,0.40997817323040164
2661636814,2661637065,0,8722694,residential,2,,Greenview Drive,False,False,9.465710970585214,,,,,,,,0.4145625337894899
2661636814,6624658581,0,260645631,service,,,,False,False,9.736613696725348,driveway,,,,,,,0.4415701683120375
2661636822,2661636813,0,"[260645632, 260645635]",service,,,,False,"[False, True]",68.08462274763443,parking_aisle,,,,,,,0.4098510324607808
2661636836,2661636949,0,260645642,path,,,,False,True,15.623627271001874,,,,,,,,0.40928596518490146
2661636890,2661636876,0,260645638,path,,,,False,True,45.59113878008988,,,,,,,,0.39574675751409155
2661636928,2661636926,0,260645638,path,,,,False,True,20.1674053472588,,,,,,,,0.4099988425095964
2661636946,2661637065,0,260645641,path,,,,False,False,8.723677882281327,,,,,,,,0.39257970292877564
2661636946,9170706701,0,704260901,footway,,,,False,False,34.388304843247816,,,,,,,,0.3889847494913447
2661636946,9170706697,0,260645641,path,,,,False,True,65.08978583036254,,,,,,,,0.4340136519449968
2661636948,2661637025,0,260645646,path,,,,False,False,163.41601970726626,,,,,,,,0.4164260952750406
2661637025,2661637026,0,260645646,path,,,,False,False,5.232800057084378,,,,,,,,0.5201190813736839
2661637035,2661637026,0,260645646,path,,,,False,True,99.36443847348113,,,,,,,,0.5201190813736839
2661637049,2661637055,0,260645642,path,,,,False,True,30.285373723613958,,,,,,,,0.43846378712210776
2661637063,12899912030,0,260645649,path,,,,False,False,28.155658391758443,,,,,,,,0.4294977214985245
2667121745,2667121785,0,261096790,service,,,,False,False,109.91506691797707,parking_aisle,,,,,,,0.4002480853251969
2669521609,62547472,0,8727501,residential,1,25 mph,Shadowood Drive,False,False,44.91076186766104,,,,,,,,0.4002480853251969
2715587053,2715587053,1,265955836,service,,,,False,True,149.4559301559394,parking_aisle,,,,,,,0.40657514931865424
2715587069,10809677388,0,265955838,service,,,,False,True,91.36709182985835,,,,,,,,0.4799154639279349
2715587072,5324520897,0,265955838,service,,,,False,True,138.13949483917014,,,,,,,,0.4060036299944217
2715587094,8365896066,0,900575488,service,,,,False,False,43.4681312854036,parking_aisle,,,,,,,0.3964439816166434
2715595756,5373538221,0,1022069816,service,,,,False,True,18.503342448120975,,,,,,,,0.40722866244117273
2715595765,2715595755,0,265956937,service,,,,False,False,40.679528056205704,driveway,,,,,,,0.5212493419630334
2715595768,2715595776,0,265956937,service,,,,False,False,32.246879305593176,driveway,,,,,,,0.4167606450546983
2715598300,6801730490,0,8732807,residential,2,,Commonwealth Boulevard,False,True,34.57590699198001,,,,,,,,0.4128742880349407
2715598307,9022748906,1,764096955,service,,,,False,False,91.09842309972198,,,,,,,,0.40722866244117273
2715619869,2715619871,0,"[265959803, 1316743028]",service,,,,False,False,20.90756829028957,parking_aisle,,,,,,,0.4128742880349407
2715619870,2715619868,0,"[1316743028, 1316743029]",service,,,,False,False,18.68220598429705,parking_aisle,,,,,,,0.458388845181358
2715619871,2715619870,1,1316743028,service,,,,False,False,166.0629060401196,parking_aisle,,,,,,,0.40651898584204305
2742538674,2742538692,0,268964294,footway,,,,False,True,28.66762270183653,,,,,,,,0.41794989825999174
2742538692,2626558276,0,268964298,footway,,,,False,False,21.268256805821647,,,,,,,,0.3977225525444551
2742538707,4077065403,0,268964302,footway,,,,False,False,12.995780827380104,,,,,,,,0.3870438341532134
2742538715,3069621433,0,302698018,footway,,,,False,False,17.497906307780404,,,,,,,,0.3896214583268935
2742538715,4966594103,0,584215287,footway,,,,False,True,4.836739908415281,,,,,,,,0.41372269933768363
2742538715,5406259499,0,584215287,footway,,,,False,False,24.28744088153224,,,,,,,,0.412182316441118
2742538716,5406259497,0,584215288,footway,,,,False,False,22.361549274595152,,,,,,,,0.39717233051244716
2742538716,4966594104,0,584215288,footway,,,,False,True,6.109964994791736,,,,,,,,0.3896214583268935
2746736153,12185156575,0,82249413,service,,,,False,True,24.238531269237534,,,,,,,,0.41372269933768363
2758424927,62519196,0,401278327,secondary,2,45 mph,Platt Road,False,True,30.66928524365843,,,,,,,,0.412182316441118
2758637925,7205814425,0,270901210,service,,,,False,True,25.44388341123203,,,,,,,,0.4276120804542251
2758637931,9424361058,0,330876799,service,,,,False,True,5.099662670735839,parking_aisle,,,,,,,0.4029680242682069
2758638065,2596989167,0,270901244,footway,,,,False,True,44.04084536228899,,,,,,,,0.39717233051244727
2758638065,3095930326,0,"[270901256, 412290305, 412290310]",footway,,,,False,False,42.211080851124535,,,,,,,building_passage,0.43029409243987005
2758638068,12084264775,0,"[1428104664, 1304758559]",footway,,,,False,False,6.906345407019378,,,,,,,,0.43029409243987005
2758638082,6787305700,0,270901278,footway,,,,False,False,71.07608248988247,,,,,,,,0.40995787124219785
2758638082,6787305704,0,1024310716,footway,,,,False,False,4.968485436326497,,,,,,,,0.43900915431727155
2758638097,2758638098,0,412290300,pedestrian,,,Strosacker Plaza,False,False,15.944964936382167,,,,,,,,0.40059673109353133
2758638115,2758638113,0,270901299,footway,,,,False,True,6.786085841132029,,,,,,,,0.39814887463776494
2758638115,2758638116,0,"[1021167344, 1021167345, 270901303]","['footway', 'steps']",,,,False,False,21.748354236444037,,,,,,,,0.5411693483810921
2758638118,2758638114,0,"[224483036, 1021167342, 1021167343]","['footway', 'steps']",,,,False,"[False, True]",21.99715693564782,,,,,,,,0.5411693483810921
2760098988,4995372999,0,271052072,footway,,,,False,True,43.00051105863203,,,,,,,,0.39814887463776494
2764600557,2764600558,0,271497383,service,,,,False,False,133.68373359425902,parking_aisle,,,,,,,0.45436151851997586
2764600560,2764600565,0,271497384,service,,,,False,True,18.32903288908976,parking_aisle,,,,,,,0.4010098905507556
2764600565,2764600560,0,271497384,service,,,,False,False,18.32903288908976,parking_aisle,,,,,,,0.47786012254427473
2871471879,8711105158,0,283259919,footway,,,,False,True,11.900729620774433,,,,,,,,0.38475787798166056
2871471881,8711105135,0,283259919,footway,,,,False,False,9.863497757581976,,,,,,,,0.46466781521541806
2871472206,2871471883,0,283259919,footway,,,,False,True,51.453207901774576,,,,,,,,0.48993244909771877
2871472224,2871472229,0,283259928,footway,,,,False,False,161.97641278294623,,,,,,,,0.46466781521541806
2871472229,2871472224,0,283259928,footway,,,,False,True,161.9764127829462,,,,,,,,0.40672796552471496
2871472240,2871472238,0,"[283259938, 283259942]",service,,,,False,"[False, True]",104.4651136507733,"['parking_aisle', 'driveway']",,,,,,,0.4064016315911409
2871472250,4084964354,0,283259944,service,,,,False,True,5.691106870644098,parking_aisle,,,,,,,0.5075554514609316
2871543231,62471653,0,283268681,service,,,,False,True,40.23365207481612,parking_aisle,,,,,,,0.40402343061538964
2871543234,8703654108,0,"[939610989, 940597292, 940598909, 939610990]","['path', 'footway']",,,E's Bridge,False,True,198.57181555960574,,,boardwalk,,,,,0.38841284623855127
2871543238,62471653,0,283268684,service,,,,False,True,10.643807700410848,parking_aisle,,,,,,,0.42256321255734414
2873561522,2873561520,0,283503067,residential,1,25 mph,Eberwhite Boulevard,False,True,9.054005323682926,,,,,,,,0.4072375362142921
2874471775,3903871993,0,"[283606062, 283606063]",footway,,,,False,False,12.002101904676312,,,,,,,,0.4075409244320091
2874472320,3903872043,0,"[283606084, 283606085]",footway,,,,False,True,195.33896599007042,,,,,,,,0.403494450458468
2874472322,9842230540,0,283606087,footway,,,,False,False,95.23679223285069,,,,,,,,0.4114013531171062
2874472322,5809549708,0,"[551259222, 614129894]",footway,,,,False,False,12.70675962300259,,,,,,,,0.4138674643452455
2874724345,2874724342,0,112679720,service,,,,False,False,14.943095273621513,,,,,,,,0.39137754877093345
2874724345,2874724342,1,"[404332812, 283632222]",service,,,,False,True,108.4159343795899,"['parking_aisle', 'drive-through']",,,,,,,0.3855937640912966
2874724347,2874724346,0,283632223,service,,,,False,False,39.19278612246635,,,,,,,,0.39137754877093345
2874724348,2874724349,0,283632227,service,,,,False,False,91.44230868486534,parking_aisle,,,,,,,0.412360673570015
2874724353,2874724354,0,112679749,service,,,,False,True,17.34910658675532,,,,,,,,0.4321681994242114
2874724354,1280258174,0,112679749,service,,,,False,True,19.384386303631217,,,,,,,,0.40597488381017843
2874724354,1280296781,0,283632231,service,,,,False,True,84.10543364560598,parking_aisle,,,,,,,0.43651884526373896
2874780290,2874780289,0,283638418,footway,,,,False,True,13.04904067571074,,,,,,,,0.4102562443096175
2874780290,4546353341,0,283638420,footway,,,,False,False,116.12236698433948,,,,,,,,0.41196938622121776
2874780291,2874780289,0,283638419,footway,,,,False,False,12.255312242684541,,,,,,,,0.5161338439326812
2874780300,4546353344,0,283638420,footway,,,,False,True,13.689397621653308,,,,,,,,0.411891427667602
2874780805,2874780807,0,1079124915,footway,,,,False,False,17.296308594890416,,,,,,,,0.4102562443096175
2874780807,2874780805,0,1079124915,footway,,,,False,True,17.296308594890416,,,,,,,,0.41196938622121776
2874780820,4054879892,0,"[283638425, 403109574]",footway,,,,False,False,45.928337117826715,,,,,,,,0.45566564781256014
2874819536,2874819553,0,283643593,service,,,,False,False,62.54039360619481,,,,,,,,0.43467534038660943
2874819539,2874819542,0,283643589,footway,,,,False,False,27.771619626793587,,,,,,,,0.40225321096192074
2874819539,2874819551,0,283643590,footway,,,,False,False,114.23064945468064,,,,,,,,0.40105529865543016
2874819542,2314538307,0,43222597,service,,,,False,False,8.016122359045056,,,,,,,,0.3943317925788224
2874819553,2874819536,0,283643593,service,,,,False,True,62.54039360619481,,,,,,,,0.40105529865543016
2884634044,373186116,0,284757821,path,,,,False,True,8.990860770936605,,,,,,,,0.4007586278230811
2884634069,10205758525,0,284757818,path,,,Pond Trail,False,False,9.345249987387675,,,,,,,,0.4156731199044237
2884634072,373184724,0,33077209,path,,,Central Trail,False,False,89.07677774052186,,,,,,,,0.39702291903311443
2887710811,2887710819,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,True,43.09376580343391,,,,,,,,0.39702291903311443
2887710820,2887710821,0,285087804,service,,,,False,False,157.5852234285089,parking_aisle,,,,,,,0.3900782562622473
2887710821,2887710822,0,5115830,service,,,,False,True,16.85823936284426,,,,,,,,0.3888908967443492
2887710864,2887710865,0,285087810,service,,,,False,False,168.42865148064192,parking_aisle,,,,,,,0.4142176154590456
2887710864,2887710823,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,False,16.805535219878767,,,,,,,,0.40047901526720603
2887710865,2887710864,0,285087810,service,,,,False,True,168.42865148064192,parking_aisle,,,,,,,0.41421761545904573
2887710866,5371550382,0,5115830,service,,,,False,True,14.352196483629932,,,,,,,,0.3878977233548935
2887710868,2887710869,0,285087812,service,,,,False,False,169.63199121016947,parking_aisle,,,,,,,0.3884484726855442
2887710870,2887710869,0,5115830,service,,,,False,False,17.59805893847608,,,,,,,,0.3878977233548935
2887710871,3458101618,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,False,12.138793762305134,,,,,,,,0.4050123190485041
2887710874,2887710872,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,False,17.646783181415007,,,,,,,,0.3849333220295517
2887710880,2887710877,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,False,17.726351106193615,,,,,,,,0.41262673350805423
2887710885,2887710889,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,True,16.826136198394366,,,,,,,,0.39407383794887235
2887710889,2887710885,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,False,16.826136198394366,,,,,,,,0.4028408017469088
2887710893,2887710896,0,285087845,service,,,,False,False,146.7902308897286,parking_aisle,,,,,,,0.39389645105124327
2887710897,2887710896,0,5115830,service,,,,False,False,25.213077819818007,,,,,,,,0.39389645105124327
2887710897,2887710899,0,285087847,service,,,,False,False,164.70579040536148,parking_aisle,,,,,,,0.39543387001388247
2887714303,2887714305,0,285087851,service,,,,False,False,171.02674976160978,parking_aisle,,,,,,,0.41234811056171794
2887714305,2887710900,0,344962659,unclassified,4,25 mph,Briarwood Circle,False,False,16.623384114131802,,,,,,,,0.4092669012704357
2887714312,2887714311,0,1076635949,unclassified,4,25 mph,Briarwood Circle,False,False,17.65534299468948,,,,,,,,0.4183619831275373
2887714315,2887714309,0,1076635951,service,,,,False,False,18.080665110643938,,,,,,,,0.42872291427849685
2887714316,2887714329,0,5115834,service,,,,False,True,19.207444247361135,,,,,,,,0.4183619831275373
2887714319,2887714324,0,285087860,service,,,,False,True,16.612878642361693,parking_aisle,,,,,,,0.40820323297848454
2887714321,2887714319,0,285087863,service,,,,False,True,165.89184035966036,parking_aisle,,,,,,,0.3843682209548935
2887714324,62570680,0,285087865,service,,,,False,True,163.24492598088418,parking_aisle,,,,,,,0.46502729171032176
2887714326,2887714325,0,285087867,service,,,,False,True,156.7939037925186,parking_aisle,,,,,,,0.4020720591868272
2887714327,2887714317,0,285087870,service,,,,False,False,149.16796287188805,parking_aisle,,,,,,,0.41199966424663914
2887714327,2887714330,0,1076635949,unclassified,4,25 mph,Briarwood Circle,False,True,18.79597280161602,,,,,,,,0.4697446096362761
2887714329,2887714316,0,5115834,service,,,,False,False,19.207444247361135,,,,,,,,0.43846378712210776
2887714329,2887714333,0,5115834,service,,,,False,True,14.188916234845356,,,,,,,,0.41199966424663914
2887714329,2887714330,0,285087872,service,,,,False,False,159.2303470535842,parking_aisle,,,,,,,0.41176574127617244
2887714330,2887714327,0,1076635949,unclassified,4,25 mph,Briarwood Circle,False,False,18.79597280161602,,,,,,,,0.3845842230732812
2887714330,2887714331,0,1076635949,unclassified,4,25 mph,Briarwood Circle,False,True,21.710081308771564,,,,,,,,0.41188707433689997
2887714331,2887714333,0,285087875,service,,,,False,False,144.77610567379696,parking_aisle,,,,,,,0.4133304804910971
2887714331,2887714330,0,1076635949,unclassified,4,25 mph,Briarwood Circle,False,False,21.710081308771564,,,,,,,,0.4697446096362761
2887714331,62570669,0,1076635949,unclassified,4,25 mph,Briarwood Circle,False,True,26.622537823060554,,,,,,,,0.45752581935492986
2887714334,2887714333,0,5115834,service,,,,False,False,18.46197306594235,,,,,,,,0.41176574127617244
2887714337,3825427961,0,1076635952,unclassified,4,25 mph,Briarwood Circle,False,False,22.733464115166832,,,,,,,,0.3845842230732812
2888391080,5644413280,0,591253463,footway,,,,False,False,12.020740388607857,driveway,,,,,,,0.46154270365584626
2888401531,2888401530,0,285165255,service,,,,False,True,90.61241123730503,parking_aisle,,,,,,,0.40655508828021353
2888401536,89788942,0,344962658,unclassified,4,25 mph,Briarwood Circle,False,False,40.38957174609846,,,,,,,,0.41268569087919116
2889682447,2664317600,0,260858281,service,,,,False,True,11.465373701867668,,,,,,,,0.45898692542226016
2889682464,2889682466,0,285295624,service,,,,False,False,18.931635373349852,parking_aisle,,,,,,,0.42882776260722727
2889682482,2889682458,0,285295624,service,,,,False,True,22.6843740322576,parking_aisle,,,,,,,0.4356047274538225
2889682486,13287565691,0,285295637,service,,,,False,False,17.171991300479863,parking_aisle,,,,,,,0.4356047274538225
2889682486,13287565677,0,285295637,service,,,,False,True,19.05820289191359,parking_aisle,,,,,,,0.4010098905507556
2889682486,2889693301,0,285295642,service,,,,False,False,19.579042808653504,parking_aisle,,,,,,,0.4781779907402598
2889682487,2889693302,0,285295624,service,,,,False,False,19.27413464809548,parking_aisle,,,,,,,0.4519811326831049
2889682487,2889682494,0,285295624,service,,,,False,True,21.045146775505778,parking_aisle,,,,,,,0.5050129320451935
2889682487,13287565691,0,285295637,service,,,,False,True,30.671899188684172,parking_aisle,,,,,,,0.45436151851997586
2889682489,13287565680,0,285295638,service,,,,False,True,38.48791555106822,parking_aisle,,,,,,,0.3958641605763718
2889682490,2889682496,0,8721608,service,,,,False,True,49.01364368988109,,,,,,,,0.45225613132774967
2889682492,13287565679,0,285295640,service,,,,False,False,39.04457680181,parking_aisle,,,,,,,0.47219638195970526
2889682494,2889682487,0,285295624,service,,,,False,False,21.045146775505778,parking_aisle,,,,,,,0.45225613132774967
2889682496,2889682490,0,8721608,service,,,,False,False,49.01364368988109,,,,,,,,0.41759678624493324
2889693303,2889693302,0,285295624,service,,,,False,True,18.40894652174041,parking_aisle,,,,,,,0.44898533392764434
2889693304,2889693305,0,285295645,service,,,,False,False,59.54499430391488,parking_aisle,,,,,,,0.4294977214985245
2889693312,62480085,0,285295651,service,,,,False,False,28.052120359979334,,,,,,,,0.3879052387604301
2889693316,9130438247,1,285295650,service,,,,False,True,44.22501181626101,parking_aisle,,,,,,,0.44898533392764434
2889693325,2889693327,0,285295655,service,,,,False,False,64.8151491565749,parking_aisle,,,,,,,0.3994023434449666
2889693327,9130424598,0,"[1185426015, 987803567]",footway,,,,False,False,33.669219389906345,,,,,,,,0.3879052387604301
2889693351,6773122007,0,285295662,service,,,,False,False,9.567357715266526,driveway,,,,,,,0.41188707433689997
2889693351,11593191135,0,285295664,service,,,,False,False,26.678756115115455,driveway,,,,,,,0.4115572118923577
2889693363,6772383994,0,"[285295664, 1247048742]",service,,,,False,False,32.87169319381658,driveway,,,,,,,0.40378422639213557
2889693367,2889693368,0,560589344,footway,,,,False,False,25.237137863975235,,,,,,,,0.4115572118923577
2889693371,5406227678,0,560589346,footway,,,,False,False,18.35919140736283,,,,,,,,0.40378422639213557
2889693371,5627761741,0,"[560589346, 507066413]",footway,,,,False,"[False, True]",12.274836365810376,,,,,,,,0.40778986734156913
2889720344,10125061652,0,285298347,service,,,,False,False,42.61549042838576,parking_aisle,,,,,,,0.39414593585231905
2889720351,13198468916,0,285298352,service,,,,False,True,24.76963584554352,driveway,,,,,,,0.46152152633131815
2889720357,2889720368,0,285298356,service,,,,False,False,18.242477229030072,,,,,,,,0.4064016315911409
2889720367,2889720357,0,285298355,service,,,,False,False,54.93197271374798,parking_aisle,,,,,,,0.43639766934359947
2889720369,2889720368,0,285298358,service,,,,False,True,54.55766970850399,parking_aisle,,,,,,,0.4781779907402598
2889720370,2889720368,0,285298359,service,,,,False,True,34.79041251876483,parking_aisle,,,,,,,0.4147762809931491
2889720370,2889720366,0,285298355,service,,,,False,False,50.665451311842915,parking_aisle,,,,,,,0.4687038512281681
2889720370,2889720357,0,285298355,service,,,,False,True,51.548311381220024,parking_aisle,,,,,,,0.5050129320451935
2889720371,2889720376,0,285298360,service,,,,False,False,5.538529053645795,parking_aisle,,,,,,,0.4147762809931491
2889720371,13198468906,0,285298368,service,,,,False,True,60.82877040693545,driveway,,,,,,,0.42796051232688004
2889720372,2889720376,0,285298360,service,,,,False,True,51.84515818823969,parking_aisle,,,,,,,0.4687038512281681
2889720372,384969537,0,"[285298360, 33652234]",service,,,,False,False,44.80183117684354,"['parking_aisle', 'driveway']",,,,,,,0.40928596518490146
2889720376,2889720377,0,285298361,service,,,,False,True,17.95171936410943,parking_aisle,,,,,,,0.42796051232688004
2889720382,2889720381,0,285298364,service,,,,False,True,56.30004295687141,parking_aisle,,,,,,,0.40300010928599983
2889720387,2889720394,1,"[285298365, 285298367]",service,,,,False,True,79.80442385710253,parking_aisle,,,,,,,0.4429764813724128
2889720389,2889720387,0,285298367,service,,,,False,True,26.62577219964826,parking_aisle,,,,,,,0.42559822276997944
2889720393,2889720394,0,285298365,service,,,,False,False,29.38780884693734,,,,,,,,0.40112719461092267
2889720393,2889720391,0,"[285298365, 285298366]",service,,,Green Court,False,True,18.609882839849885,,,,,,,,0.3964439816166434
2889720394,2889720393,0,285298365,service,,,,False,True,29.38780884693734,,,,,,,,0.3956051284004477
2889720395,13198554392,0,285298372,service,,,,False,False,11.842759028072816,driveway,,,,,,,0.4000685008217051
2889720397,384969537,0,33652234,service,,,,False,True,22.150799631813882,driveway,,,,,,,0.3975087546574271
2889720410,2889720415,0,285298383,service,,,,False,False,20.429431292306468,,,,,,,,0.39257970292877564
